BUS_ID,LAT,LON,gridX,gridY
252,35.8768103,128.6574388,90,91
253,35.876236,128.669624,90,91
254,35.876751,128.669296,90,91
255,35.87528,128.674533,90,91
256,35.87574,128.674514,90,91
257,35.874877,128.678815,90,91
258,35.87552,128.684579,90,91
259,35.871907,128.690805,90,91
260,35.869371,128.69292,91,91
261,35.869186,128.693782,91,91
262,35.867324,128.697686,91,90
263,35.873982,128.690402,90,91
264,35.874248,128.68964,90,91
265,35.8768428,128.6936546,91,91
266,35.873795,128.694664,91,91
267,35.87666,128.680724,90,91
268,35.876308,128.680743,90,91
269,35.877937,128.676482,90,91
270,35.877603,128.676524,90,91
271,35.87914,128.672494,90,91
272,35.878752,128.672646,90,91
273,35.879875,128.67002,90,91
274,35.879679,128.669487,90,91
275,35.881366,128.666056,90,91
276,35.881088,128.665833,90,91
277,35.883273,128.661853,90,91
278,35.88273,128.662269,90,91
279,35.883746,128.659376,90,91
280,35.883375,128.659683,90,91
281,35.886074,128.655689,90,91
282,35.886074,128.655689,90,91
283,35.887081,128.652813,90,91
284,35.887685,128.651035,90,91
285,35.889838,128.647929,90,91
286,35.889906,128.647099,90,91
287,35.873254,128.699355,91,91
288,35.873424,128.699566,91,91
289,35.872665,128.704477,91,91
290,35.872788,128.705109,91,91
291,35.872434,128.70855,91,91
292,35.872102,128.709787,91,91
293,35.8744931,128.7132951,91,91
294,35.870249,128.713768,91,91
295,35.867041,128.713684,91,90
296,35.867042,128.713529,91,90
297,35.871874,128.717935,91,91
298,35.8739489,128.7190229,91,91
299,35.871783,128.722563,91,91
300,35.871959,128.723318,91,91
301,35.8311912,128.6302486,89,90
302,35.871849,128.72954,91,91
303,35.871642,128.732495,91,91
304,35.871507,128.73235,91,91
305,35.871464,128.734952,91,91
306,35.871709,128.734722,91,91
307,35.872493,128.742071,91,91
308,35.8722,128.742788,91,91
309,35.93919,128.6386,90,92
310,35.940095,128.637998,89,92
311,35.942412,128.637817,89,92
312,35.942323,128.637539,89,92
313,35.952262,128.634604,89,92
314,35.952598,128.63413,89,92
315,37.6096924,126.8828994,58,128
316,35.882206,128.665731,90,91
317,35.8774643,128.6741043,90,91
318,35.883863,128.656231,90,91
319,35.878106,128.618341,89,91
320,35.877952,128.618506,89,91
321,35.878761,128.62075,89,91
322,35.87858,128.620826,89,91
323,35.87991,128.624989,89,91
324,35.879774,128.625221,89,91
325,35.879668,128.619572,89,91
326,34.9568588,127.5328753,70,70
327,34.9568588,127.5328753,70,70
328,35.975188,128.630108,89,93
329,35.97483,128.629651,89,93
330,35.990492,128.636951,89,93
331,36.3342211,127.3722654,67,100
332,35.9581947,128.6718668,90,92
333,35.9587427,128.67203,90,92
334,35.9388994,128.566085,88,92
335,35.9852714,126.7600483,56,92
336,35.9769144,128.690012,90,93
337,35.9769277,128.6903658,90,93
338,35.954015,128.689446,90,92
339,35.954303,128.689415,90,92
340,35.956117,128.692158,90,92
341,35.956353,128.691994,90,92
342,35.952915,128.694214,90,92
343,35.953222,128.694139,90,92
344,35.955786,128.7057,91,92
345,35.955955,128.706069,91,92
346,35.958738,128.710949,91,92
347,35.958919,128.710829,91,92
348,35.966113,128.721193,91,93
349,35.966205,128.720939,91,93
350,35.953059,128.698882,91,92
351,35.953348,128.698685,91,92
352,37.3210112,127.0901044,62,121
353,35.95973,128.713885,91,93
354,35.961824,128.696565,91,93
355,35.96205,128.696511,91,93
356,35.964474,128.698085,91,93
357,35.964574,128.697897,91,93
358,35.97885,128.699597,91,93
359,35.978761,128.699375,91,93
360,35.989001,128.697824,91,93
361,35.984188,128.69766,91,93
362,35.988895,128.697246,91,93
363,35.987984,128.694266,90,93
364,35.871936,128.747669,91,91
365,35.872272,128.748713,91,91
366,35.874336,128.616983,89,91
367,35.890198,128.641452,90,91
368,35.890195,128.641895,90,91
369,35.87515,128.68482,90,91
370,35.941041,128.638094,89,92
371,35.944977,128.646938,90,92
372,36.0025919,128.7021862,91,93
373,35.9892801,128.7138793,91,93
374,35.90908,128.643156,90,91
375,35.909234,128.642968,90,91
376,35.909141,128.648607,90,91
377,35.909277,128.648464,90,91
378,35.930966,128.694543,90,92
379,35.8847289,128.6538195,90,91
380,35.882526,128.66988,90,91
381,35.866819,128.702443,91,90
382,35.866484,128.702584,91,90
383,35.86678,128.69984,91,90
384,35.867142,128.696488,91,90
385,35.875299,128.679095,90,91
386,35.8765752,128.6600223,90,91
387,35.8765752,128.6600223,90,91
388,35.906511,128.639889,90,91
389,35.956287,128.664281,90,92
390,35.98874,128.697644,91,93
391,35.890626,128.708036,91,91
392,35.910018,128.717859,91,91
393,35.8918997,128.6898035,90,91
394,35.7087298,128.4247436,86,87
395,35.88918,128.694843,91,91
396,35.896723,128.68228,90,91
397,35.90283,128.686199,90,91
398,35.905766,128.686612,90,91
399,36.6452224,127.4029799,67,107
400,36.3555511,127.389945,67,101
401,35.900762,128.67414,90,91
402,35.91894,128.663058,90,92
403,35.918752,128.662824,90,92
404,35.932653,128.687841,90,92
405,35.932627,128.691033,90,92
406,35.938801,128.640592,90,92
407,35.938928,128.640383,90,92
408,35.9651269,128.6418393,90,93
409,35.9644251,128.6409389,90,93
410,36.6478773,127.4568932,68,107
411,37.5484893,127.0653166,61,126
412,35.86933,128.728709,91,91
413,35.8707716,128.7274328,91,91
414,35.8707,128.731789,91,91
415,35.8580579,128.7336859,91,90
416,35.8668554,128.7295438,91,90
417,35.866536,128.728683,91,90
418,35.867121,128.724437,91,90
419,35.866951,128.72418,91,90
420,35.86664,128.726448,91,90
421,35.866414,128.72649,91,90
422,37.5509735,126.9493625,59,126
423,35.864777,128.721536,91,90
424,35.880912,128.640181,90,91
425,35.889413,128.643207,90,91
426,35.8860982,128.650252,90,91
427,35.910971,128.651791,90,91
428,35.9311801,128.674936,90,92
429,35.9108766,128.6537719,90,91
430,35.9108766,128.6537719,90,91
431,35.916004,128.659664,90,92
432,35.915966,128.659687,90,92
433,35.871545,128.633816,89,91
434,35.870295,128.731553,91,91
435,35.8787456,128.700117,91,91
436,35.883607,128.692114,90,91
437,35.931506,128.674201,90,92
438,35.931434,128.674145,90,92
439,37.6104519,126.8822187,58,128
440,35.878602,128.686333,90,91
441,35.875408,128.6236369,89,91
442,35.876715,128.674146,90,91
443,35.992673,128.66525,90,93
444,35.902667,128.672051,90,91
445,35.945308,128.647391,90,92
446,35.9874346,128.7389716,91,93
447,35.9706268,127.1408657,63,92
448,35.988226,128.694579,90,93
449,35.881071,128.640758,90,91
450,35.865809,128.714658,91,90
451,35.867462,128.7231,91,91
452,35.867512,128.722281,91,91
453,35.866116,128.714672,91,90
454,35.871941,128.63393,89,91
455,35.901598,128.68579,90,91
456,35.898841,128.684049,90,91
457,35.8868794,128.6517728,90,91
458,35.888454,128.645492,90,91
459,35.963161,128.739703,91,93
460,35.959759,128.713564,91,93
461,35.985252,128.637618,89,93
462,35.988102,128.637242,89,93
463,35.8669661,128.7066293,91,90
464,35.8744931,128.7132951,91,91
465,35.865892,128.70837,91,90
466,35.882722,128.69081,90,91
467,35.9792847,128.6336608,89,93
468,35.874786,128.683775,90,91
469,35.875554,128.683394,90,91
470,35.8754635,128.6226092,89,91
471,35.940776,128.635332,89,92
472,35.940826,128.635998,89,92
473,35.946077,128.626541,89,92
474,35.946175,128.626597,89,92
475,35.903905,128.638416,90,91
476,35.8768103,128.6574388,90,91
477,35.961377,128.73237,91,93
478,35.922098,128.640978,90,92
479,35.9196825,128.6424755,90,92
480,35.925585,128.641051,90,92
481,36.1230398,128.3397957,84,96
482,35.1150815,128.8543222,94,74
483,35.989217,128.618852,89,93
484,35.9627744,128.7472889,91,93
485,35.995271,128.6123,89,93
486,35.995355,128.611813,89,93
487,35.992564,128.614675,89,93
488,35.989083,128.618674,89,93
489,35.95421,128.702406,91,92
490,35.95484,128.704086,91,92
491,35.955058,128.703877,91,92
492,35.954401,128.702031,91,92
493,35.977636,128.630848,89,93
494,35.977547,128.63057,89,93
495,35.86468,128.73314,91,90
496,35.865184,128.733233,91,90
497,35.864936,128.72806,91,90
498,35.864667,128.727781,91,90
499,35.9849,128.622267,89,93
500,35.984699,128.622831,89,93
501,35.979539,128.628868,89,93
502,35.866174,128.710963,91,90
503,35.8825752,128.6506105,90,91
504,35.880606,128.651785,90,91
505,35.887572,128.624839,89,91
506,35.95973,128.713885,91,93
507,35.959925,128.72494,91,93
508,35.960079,128.724841,91,93
509,35.883835,128.6346,89,91
510,35.883986,128.634945,89,91
511,35.864806,128.713686,91,90
512,35.863706,128.693712,91,90
513,35.863706,128.693712,91,90
514,35.8638886,128.6997303,91,90
515,35.86541,128.701378,91,90
516,35.865228,128.701598,91,90
517,35.863122,128.699598,91,90
518,35.869314,128.691856,90,91
519,35.8822276,128.6985218,91,91
520,36.1275815,128.3622141,85,96
521,37.2968125,127.0689805,61,121
522,35.869577,128.693037,91,91
523,35.9929075,128.6969465,90,93
524,35.9999879,128.6789028,90,93
525,35.1407687,126.7987458,57,74
526,36.0000874,128.6791576,90,93
527,35.9927709,128.696871,90,93
528,35.882102,128.671632,90,91
529,35.8788681,128.6999719,91,91
530,35.8796877,128.7007,91,91
531,35.864188,128.692047,91,90
532,35.864188,128.692047,91,90
533,35.927928,128.641247,90,92
534,35.907919,128.641174,90,91
535,35.880786,128.669917,90,91
536,35.973711,128.6763,90,93
537,35.963254,128.716988,91,93
538,35.964534,128.718463,91,93
539,35.925284,128.6422443,90,92
540,35.8771986,128.7336731,91,91
541,35.87846,128.730232,91,91
542,35.944182,128.637211,89,92
543,35.878454,128.735648,91,91
544,35.878798,128.735463,91,91
545,35.879425,128.730119,91,91
546,35.883383,128.715049,91,91
547,35.87234,128.733188,91,91
548,35.87252,128.733694,91,91
549,35.87575,128.734272,91,91
550,35.874277,128.713992,91,91
551,35.874909,128.713832,91,91
552,35.885563,128.71673,91,91
553,35.877936,128.721523,91,91
554,35.87779,128.721832,91,91
555,35.870719,128.724115,91,91
556,35.883492,128.714839,91,91
557,35.885409,128.716883,91,91
558,35.87054,128.723981,91,91
559,35.9191593,128.6504285,90,92
560,35.9191343,128.6409709,90,92
561,35.93255,128.683973,90,92
562,35.872083,128.689943,90,91
563,35.961714,128.733138,91,93
564,35.963312,128.742953,91,93
565,35.963149,128.743118,91,93
566,37.5687568,126.9787749,60,127
567,35.98298,128.636048,89,93
568,35.988018,128.636154,89,93
569,35.988785,128.635939,89,93
570,35.8716,128.731908,91,91
571,35.868708,128.623052,89,90
572,35.88199,128.68963,90,91
573,35.881946,128.689419,90,91
574,35.881946,128.689419,90,91
575,35.865853,128.690221,90,90
576,35.878486,128.714019,91,91
577,35.878448,128.714251,91,91
578,35.8809095,128.7130755,91,91
579,35.880709,128.71456,91,91
580,35.882417,128.716735,91,91
581,35.882371,128.716856,91,91
582,35.878686,128.724221,91,91
583,35.878452,128.724163,91,91
584,35.878265,128.728237,91,91
585,35.878031,128.728224,91,91
586,35.8778275,128.7326054,91,91
587,35.877635,128.732595,91,91
588,35.876833,128.735422,91,91
589,35.92529,128.637347,89,92
590,35.925099,128.637534,89,92
591,35.92073,128.635438,89,92
592,35.920497,128.635203,89,92
593,35.861165,128.701275,91,90
594,35.861554,128.701145,91,90
595,35.861847,128.692555,91,90
596,35.860597,128.695202,91,90
597,35.860823,128.69496,91,90
598,35.861836,128.692832,91,90
599,35.874907,128.752547,92,91
600,35.874666,128.74775,91,91
601,35.874446,128.748424,91,91
602,35.874907,128.752547,92,91
603,36.399184,127.394656,67,101
604,35.972476,128.629998,89,93
605,35.972639,128.629789,89,93
606,35.867317,128.692747,91,90
607,35.867317,128.692747,91,90
608,35.881647,128.703681,91,91
609,35.88172,128.703638,91,91
610,35.988421,128.671402,90,93
611,35.988293,128.6717,90,93
612,35.878672,128.717532,91,91
613,35.878496,128.716777,91,91
614,35.878482,128.719091,91,91
615,35.878304,128.718802,91,91
616,35.904427,128.547212,88,91
617,35.921432,128.545888,88,92
618,35.921072,128.545775,88,92
619,35.923964,128.544122,88,92
620,35.924062,128.544399,88,92
621,35.926899,128.542834,88,92
622,35.925897,128.543049,88,92
623,35.93267,128.540247,88,92
624,35.933347,128.540041,88,92
625,35.936351,128.541436,88,92
626,35.93593,128.540824,88,92
627,35.938872,128.54193,88,92
628,35.939577,128.541547,88,92
629,35.942348,128.542652,88,92
630,35.9408084,128.5465515,88,92
631,35.947975,128.547989,88,92
632,35.9288169,128.5477814,88,92
633,35.929387,128.544624,88,92
634,35.926911,128.544208,88,92
635,35.92709,128.544409,88,92
636,35.92564,128.54605,88,92
637,35.925811,128.54624,88,92
638,35.921995,128.546934,88,92
639,35.921267,128.546452,88,92
640,35.926408,128.547629,88,92
641,35.9285673,128.5435311,88,92
642,35.93382,128.545021,88,92
643,35.933645,128.543922,88,92
644,35.934097,128.541631,88,92
645,35.933761,128.542216,88,92
646,35.952679,128.554074,88,92
647,35.953409,128.554023,88,92
648,35.95938,128.553134,88,92
649,35.959772,128.552305,88,92
650,35.956256,128.556393,88,92
651,35.956751,128.558304,88,92
652,35.956576,128.557227,88,92
653,35.957201,128.560424,88,92
654,35.910306,128.54867,88,91
655,35.910073,128.548292,88,91
656,35.912911,128.548688,88,91
657,35.915417,128.54865,88,91
658,35.918195,128.548127,88,92
659,35.9294556,128.5431708,88,92
660,35.930409,128.547856,88,92
661,35.9360105,128.5485312,88,92
662,35.944848,128.5559605,88,92
663,35.939845,128.550127,88,92
664,35.939828,128.54975,88,92
665,35.943338,128.550994,88,92
666,35.943249,128.550616,88,92
667,35.946472,128.551425,88,92
668,35.947338,128.55131,88,92
669,35.949693,128.552734,88,92
670,35.950288,128.552605,88,92
671,35.937909,128.555522,88,92
672,35.938018,128.555334,88,92
673,35.940606,128.556938,88,92
674,37.5595629,126.9481115,59,127
675,35.94221,128.555186,88,92
676,35.935695,128.554698,88,92
677,35.935469,128.554884,88,92
678,35.933299,128.554382,88,92
679,35.932876,128.554445,88,92
680,35.932466,128.551317,88,92
681,35.932112,128.551869,88,92
682,35.931508,128.55776,88,92
683,35.931861,128.557519,88,92
684,35.931315,128.560452,88,92
685,35.931624,128.559944,88,92
686,35.92891,128.560213,88,92
687,35.9271,128.557907,88,92
688,35.927572,128.55914,88,92
689,35.925398,128.555734,88,92
690,35.92578,128.556822,88,92
691,35.925319,128.551234,88,92
692,35.92512,128.551377,88,92
693,35.925565,128.548776,88,92
694,35.9253451,128.5498369,88,92
695,35.89105,128.564986,88,91
696,37.6550257,127.0716245,61,129
697,37.6550257,127.0716245,61,129
698,35.894251,128.570559,88,91
699,35.8958768,128.5726133,88,91
700,35.8975989,128.5756686,88,91
701,35.8975989,128.5756686,88,91
702,35.900239,128.579154,88,91
703,35.900211,128.579442,88,91
704,35.898366,128.578907,88,91
705,35.89841,128.579196,88,91
706,35.895682,128.578423,88,91
707,35.894946,128.57793,88,91
708,35.891489,128.576919,88,91
709,35.891488,128.577218,88,91
710,35.888978,128.576214,88,91
711,35.889022,128.576525,88,91
712,35.888061,128.573926,88,91
713,35.888712,128.569733,88,91
714,35.8903218,128.5667807,88,91
715,35.878635,128.59562,89,91
716,35.878412,128.595142,89,91
717,35.8831287,128.5893621,89,91
718,35.881506,128.596538,89,91
719,35.880842,128.595902,89,91
720,35.885295,128.597697,89,91
721,35.88545,128.597354,89,91
722,35.887815,128.592953,89,91
723,35.888013,128.593043,89,91
724,35.889038,128.58811,89,91
725,35.888923,128.587622,89,91
726,35.8883224,128.5835292,89,91
727,35.888035,128.582997,89,91
728,35.886102,128.581986,89,91
729,35.8838302,128.5813928,89,91
730,35.883562,128.581569,89,91
731,35.880756,128.580286,89,91
732,35.880756,128.580286,89,91
733,34.9286503,128.1224318,81,70
734,35.8792958,128.58914,89,91
735,35.878646,128.589894,89,91
736,35.879992,128.592883,89,91
737,35.8818,128.589873,89,91
738,35.881649,128.589396,89,91
739,35.885166,128.590928,89,91
740,35.8851638,128.5897646,89,91
741,35.883815,128.588814,89,91
742,35.884672,128.583249,89,91
743,35.89965,128.589086,89,91
744,35.886869,128.578093,88,91
745,35.881163,128.581972,89,91
746,35.881077,128.582913,89,91
747,35.880111,128.587026,89,91
748,35.880336,128.587005,89,91
749,35.888548,128.579323,88,91
750,35.888996,128.579991,89,91
751,35.890539,128.585142,89,91
752,35.890474,128.585673,89,91
753,35.891142,128.587151,89,91
754,35.891237,128.588082,89,91
755,35.8920443,128.5893896,89,91
756,35.889294,128.590937,89,91
757,35.889229,128.591291,89,91
758,35.892132,128.591091,89,91
759,35.892447,128.591348,89,91
760,37.608364,127.0323519,61,128
761,37.6100394,127.0349524,61,128
762,35.890758,128.597394,89,91
763,35.89089,128.598159,89,91
764,35.895053,128.594735,89,91
765,35.896062,128.594809,89,91
766,35.89768,128.595674,89,91
767,35.897492,128.595329,89,91
768,35.901128,128.596453,89,91
769,35.900697,128.596228,89,91
770,35.901737,128.597333,89,91
771,35.901956,128.596814,89,91
772,35.899543,128.588809,89,91
773,35.89965,128.589086,89,91
774,35.896323,128.58935,89,91
775,37.6341109,127.0360175,61,128
776,35.894319,128.589911,89,91
777,35.892983,128.586844,89,91
778,35.901163,128.587646,89,91
779,35.8994323,128.5881396,89,91
780,35.900967,128.585185,89,91
781,35.8995433,128.5864175,89,91
782,35.8994877,128.5793904,88,91
783,35.899646,128.580689,89,91
784,35.890284,128.559188,88,91
785,35.88995,128.559396,88,91
786,35.890749,128.556057,88,91
787,35.890489,128.5558,88,91
788,35.892212,128.553652,88,91
789,35.898147,128.548797,88,91
790,35.898131,128.548376,88,91
791,35.906018,128.618625,89,91
792,35.906018,128.618625,89,91
793,35.907251,128.620795,89,91
794,35.907065,128.620228,89,91
795,35.909399,128.62367,89,91
796,35.909428,128.623393,89,91
797,35.912939,128.625936,89,91
798,35.912994,128.625737,89,91
799,35.916605,128.626286,89,92
800,35.907091,128.618622,89,91
801,35.911502,128.612552,89,91
802,35.909859,128.614877,89,91
803,35.907978,128.610763,89,91
804,35.906293,128.6098318,89,91
805,35.891822,128.62392,89,91
806,35.891598,128.623685,89,91
807,35.892917,128.621425,89,91
808,35.893447,128.619989,89,91
809,35.894959,128.618638,89,91
810,35.895161,128.617842,89,91
811,35.89703,128.615475,89,91
812,35.898164,128.614122,89,91
813,35.898168,128.613335,89,91
814,35.899277,128.611483,89,91
815,35.899336,128.610497,89,91
816,35.9002659,128.6091376,89,91
817,35.9022656,128.6086375,89,91
818,35.902539,128.602678,89,91
819,35.902199,128.602266,89,91
820,35.898372,128.606823,89,91
821,35.898013,128.606632,89,91
822,35.895505,128.605162,89,91
823,35.8949331,128.6052214,89,91
824,35.893243,128.605145,89,91
825,35.89208,128.605313,89,91
826,35.891053,128.605128,89,91
827,35.890081,128.604866,89,91
828,35.88901,128.602831,89,91
829,35.888765,128.603039,89,91
830,35.8906836,128.6022774,89,91
831,35.889888,128.600157,89,91
832,35.891759,128.602707,89,91
833,37.7560402,127.0256539,61,131
834,35.887565,128.598013,89,91
835,35.887788,128.598468,89,91
836,37.7148645,128.8767969,92,131
837,35.90816,128.612271,89,91
838,35.8868228,128.597889,89,91
839,35.887103,128.602041,89,91
840,35.887381,128.602331,89,91
841,35.885955,128.600858,89,91
842,35.885876,128.60037,89,91
843,35.880469,128.602157,89,91
844,35.881899,128.600905,89,91
845,35.878528,128.602663,89,91
846,35.878733,128.603085,89,91
847,35.877227,128.603373,89,91
848,35.877225,128.60376,89,91
849,35.875949,128.601192,89,91
850,35.874826,128.605802,89,91
851,35.874747,128.605425,89,91
852,35.565105,129.123687,98,84
853,35.880146,128.610749,89,91
854,35.882484,128.610058,89,91
855,35.882451,128.609304,89,91
